user;cpu_percent;cpu_frequency;ram_percent;swap_memory_total;swap_memory_used;swap_memory_percent;upload_speed;download_speed;temperature;fans_speed;disk;gpu_usage;gpu_energy;timestamp
70:85:c2:d9:ea:11;26.5;3.9;83.3;16.0;12.47;77.9;7.94;5.25;82.7;4841.3;45.13;90.5;231.1;2026-09-01 18:52:02.465371
70:85:c2:d9:ea:11;24.4;3.7;82.8;16.0;12.46;77.9;8.24;5.19;84.3;4859.5;45.09;92.6;229.2;2026-09-01 18:52:12.459888
70:85:c2:d9:ea:11;29.8;3.8;82.8;16.0;12.43;77.7;8.07;5.12;84.4;4856.3;45.1;91.4;228.9;2026-09-01 18:52:22.474193
70:85:c2:d9:ea:11;30.5;3.8;83.1;16.0;12.45;77.8;8.59;4.97;82.5;4832.3;45.12;89.7;226.7;2026-09-01 18:52:32.465110
70:85:c2:d9:ea:11;32.6;3.8;82.7;16.0;12.41;77.6;8.31;4.93;82.8;4864.6;45.12;90.1;228.8;2026-09-01 18:52:42.467781
70:85:c2:d9:ea:11;27.1;3.8;83.6;16.0;12.48;78.0;8.28;5.12;83.8;4854.5;45.12;92.1;227.0;2026-09-01 18:52:52.472686
70:85:c2:d9:ea:11;25.1;3.8;82.7;16.0;12.43;77.7;8.17;5.08;83.8;4870.2;45.12;93.8;222.3;2026-09-01 18:53:02.461152
70:85:c2:d9:ea:11;27.4;3.7;83.1;16.0;12.44;77.8;8.05;5.01;84.1;4864.8;45.11;94.0;227.4;2026-09-01 18:53:12.464157
70:85:c2:d9:ea:11;29.3;3.8;82.5;16.0;12.41;77.6;8.07;5.1;83.5;4868.1;45.12;88.0;227.8;2026-09-01 18:53:22.467717
70:85:c2:d9:ea:11;29.2;3.8;84.1;16.0;12.5;78.1;8.28;5.02;84.3;4846.5;45.11;92.7;228.6;2026-09-01 18:53:32.463552
70:85:c2:d9:ea:11;27.2;3.8;82.6;16.0;12.46;77.9;8.28;5.1;84.0;4856.9;45.12;93.0;232.6;2026-09-01 18:53:42.473809
70:85:c2:d9:ea:11;33.6;3.8;83.6;16.0;12.44;77.8;8.16;5.09;83.8;4864.8;45.11;92.4;227.2;2026-09-01 18:53:52.477584
70:85:c2:d9:ea:11;24.8;3.8;83.4;16.0;12.5;78.1;8.27;4.96;84.0;4848.3;45.12;92.4;233.7;2026-09-01 18:54:02.463920
70:85:c2:d9:ea:11;24.9;3.7;82.9;16.0;12.47;77.9;14.72;9.39;83.6;4845.5;45.13;91.5;231.7;2026-09-01 18:54:12.479153
70:85:c2:d9:ea:11;32.3;3.8;83.4;16.0;12.44;77.8;8.28;5.15;84.0;4837.8;45.09;92.8;232.2;2026-09-01 18:54:22.477469
70:85:c2:d9:ea:11;23.6;3.8;84.4;16.0;12.49;78.1;8.07;5.23;85.0;4817.6;45.1;94.6;233.0;2026-09-01 18:54:32.476769
70:85:c2:d9:ea:11;32.5;3.8;84.2;16.0;12.54;78.4;8.32;4.98;84.7;4830.0;45.11;91.0;230.7;2026-09-01 18:54:42.475984
70:85:c2:d9:ea:11;22.5;3.9;83.6;16.0;12.5;78.1;8.44;5.03;84.5;4874.6;45.1;95.3;228.0;2026-09-01 18:54:52.461127
70:85:c2:d9:ea:11;26.9;3.8;84.1;16.0;12.5;78.1;8.06;5.26;84.3;4861.7;45.11;90.5;230.6;2026-09-01 18:55:02.470567
70:85:c2:d9:ea:11;19.2;3.7;84.3;16.0;12.51;78.2;8.12;5.19;84.2;4826.0;45.12;95.3;233.1;2026-09-01 18:55:12.464217
70:85:c2:d9:ea:11;16.3;3.9;84.2;16.0;12.48;78.0;8.34;4.79;84.0;4823.0;45.13;91.9;226.9;2026-09-01 18:55:22.469956
70:85:c2:d9:ea:11;19.6;3.9;83.9;16.0;12.49;78.1;8.4;4.92;84.6;4853.9;45.12;93.3;230.3;2026-09-01 18:55:32.470560
70:85:c2:d9:ea:11;15.4;3.8;84.1;16.0;12.52;78.2;8.17;4.97;85.8;4845.8;45.1;90.8;229.7;2026-09-01 18:55:42.466790
70:85:c2:d9:ea:11;22.0;3.9;84.0;16.0;12.5;78.1;14.58;9.28;85.4;4829.0;45.11;91.7;231.2;2026-09-01 18:55:52.472868
70:85:c2:d9:ea:11;15.9;3.8;84.1;16.0;12.54;78.4;8.48;5.22;85.2;4849.9;45.13;91.5;227.9;2026-09-01 18:56:02.465062
70:85:c2:d9:ea:11;15.1;3.9;83.1;16.0;12.4;77.5;8.08;5.21;84.9;4844.8;45.14;92.3;229.0;2026-09-01 18:56:12.472296
70:85:c2:d9:ea:11;17.9;3.9;83.9;16.0;12.47;77.9;8.29;5.16;84.1;4837.8;45.12;93.6;228.2;2026-09-01 18:56:22.477069
70:85:c2:d9:ea:11;17.1;3.8;83.8;16.0;12.48;78.0;8.28;5.21;84.9;4838.7;45.12;96.0;231.3;2026-09-01 18:56:32.468346
70:85:c2:d9:ea:11;16.8;3.8;83.5;16.0;12.51;78.2;8.23;5.12;85.2;4869.8;45.12;91.8;230.9;2026-09-01 18:56:42.460069
70:85:c2:d9:ea:11;16.0;3.8;83.8;16.0;12.49;78.1;8.11;5.03;85.8;4854.5;45.11;91.5;229.8;2026-09-01 18:56:52.465244
70:85:c2:d9:ea:11;10.5;3.9;83.2;16.0;12.45;77.8;8.32;5.2;86.1;4839.3;45.12;73.0;177.6;2026-09-01 18:57:02.475243
70:85:c2:d9:ea:11;14.8;3.8;83.7;16.0;12.48;78.0;8.1;5.07;85.4;4840.0;45.1;90.7;227.7;2026-09-01 18:57:12.472277
70:85:c2:d9:ea:11;19.8;3.8;84.5;16.0;12.55;78.4;8.29;5.12;85.7;4836.6;45.12;92.3;225.4;2026-09-01 18:57:22.474925
70:85:c2:d9:ea:11;18.9;3.8;83.8;16.0;12.53;78.3;7.99;5.09;86.0;4834.6;45.12;95.9;231.7;2026-09-01 18:57:32.465287
70:85:c2:d9:ea:11;11.0;3.8;84.1;16.0;12.5;78.1;8.27;5.16;85.4;4853.8;45.11;90.7;235.1;2026-09-01 18:57:42.469181
70:85:c2:d9:ea:11;12.8;3.8;85.2;16.0;12.57;78.6;8.2;5.13;84.7;4839.1;45.14;91.1;232.3;2026-09-01 18:57:52.473883
70:85:c2:d9:ea:11;12.0;3.9;84.1;16.0;12.52;78.2;8.31;5.17;85.1;4849.6;45.13;92.4;227.9;2026-09-01 18:58:02.473135
70:85:c2:d9:ea:11;11.4;3.8;85.1;16.0;12.58;78.6;8.03;5.19;85.8;4832.7;45.14;92.4;234.5;2026-09-01 18:58:12.462762
70:85:c2:d9:ea:11;14.8;3.8;84.2;16.0;12.49;78.1;8.17;4.89;85.1;4835.1;45.13;93.3;229.5;2026-09-01 18:58:22.476020
70:85:c2:d9:ea:11;13.1;3.9;83.1;16.0;12.43;77.7;14.73;9.06;85.5;4849.7;45.1;95.1;232.8;2026-09-01 18:58:32.476174
70:85:c2:d9:ea:11;15.9;3.8;85.0;16.0;12.55;78.4;8.2;5.13;85.3;4869.2;45.12;91.7;229.4;2026-09-01 18:58:42.465966
70:85:c2:d9:ea:11;14.9;3.8;83.4;16.0;12.48;78.0;7.84;5.17;85.9;4858.2;45.12;92.1;237.2;2026-09-01 18:58:52.478141
70:85:c2:d9:ea:11;18.9;3.8;83.4;16.0;12.45;77.8;8.72;4.92;85.6;4861.7;45.15;92.1;228.4;2026-09-01 18:59:02.472285
70:85:c2:d9:ea:11;18.5;3.7;83.1;16.0;12.44;77.8;8.06;5.09;86.2;4806.1;45.14;73.3;178.6;2026-09-01 18:59:12.474345
70:85:c2:d9:ea:11;14.8;3.8;82.8;16.0;12.44;77.8;7.86;5.06;86.1;4860.7;45.13;72.2;176.8;2026-09-01 18:59:22.462560
70:85:c2:d9:ea:11;14.8;3.8;84.1;16.0;12.54;78.4;7.93;5.02;85.9;4865.8;45.12;92.4;231.1;2026-09-01 18:59:32.459985
70:85:c2:d9:ea:11;21.3;3.9;83.7;16.0;12.47;77.9;8.25;5.09;85.6;4863.4;45.13;91.9;227.6;2026-09-01 18:59:42.466072
70:85:c2:d9:ea:11;15.1;3.8;83.5;16.0;12.47;77.9;8.29;5.08;86.0;4871.4;45.14;72.9;177.3;2026-09-01 18:59:52.463365
70:85:c2:d9:ea:11;16.2;3.7;84.4;16.0;12.5;78.1;8.29;5.03;85.9;4865.8;45.14;93.4;229.7;2026-09-01 19:00:02.463975
70:85:c2:d9:ea:11;25.7;3.9;83.6;16.0;12.48;78.0;8.13;5.17;86.4;4836.5;45.14;70.3;184.3;2026-09-01 19:00:12.461448
70:85:c2:d9:ea:11;24.2;3.8;84.4;16.0;12.5;78.1;8.19;5.13;86.3;4838.6;45.14;71.0;185.2;2026-09-01 19:00:22.477842
70:85:c2:d9:ea:11;20.7;3.9;83.9;16.0;12.49;78.1;8.08;5.09;86.0;4862.7;45.15;92.1;230.6;2026-09-01 19:00:32.477983
70:85:c2:d9:ea:11;28.3;3.9;83.4;16.0;12.46;77.9;8.42;5.06;86.8;4874.6;45.14;71.0;183.2;2026-09-01 19:00:42.477700
70:85:c2:d9:ea:11;22.7;3.9;83.4;16.0;12.48;78.0;8.21;5.07;86.1;4855.0;45.14;71.6;182.2;2026-09-01 19:00:52.473251
70:85:c2:d9:ea:11;20.3;3.8;83.5;16.0;12.49;78.1;8.29;5.21;86.4;4834.1;45.13;74.3;178.5;2026-09-01 19:01:02.471429
70:85:c2:d9:ea:11;28.6;3.9;83.1;16.0;12.45;77.8;8.03;5.17;86.0;4853.8;45.14;93.2;228.5;2026-09-01 19:01:12.474312
70:85:c2:d9:ea:11;27.6;3.9;84.4;16.0;12.52;78.2;8.22;5.09;86.4;4837.0;45.14;73.9;177.8;2026-09-01 19:01:22.469086
70:85:c2:d9:ea:11;23.2;3.8;83.6;16.0;12.48;78.0;8.33;5.08;87.4;4839.6;45.15;69.5;182.8;2026-09-01 19:01:32.471782
70:85:c2:d9:ea:11;27.1;3.8;83.4;16.0;12.5;78.1;8.17;5.17;87.5;4852.0;45.14;73.4;182.3;2026-09-01 19:01:42.460147
70:85:c2:d9:ea:11;30.7;3.8;84.0;16.0;12.48;78.0;8.16;5.04;86.3;4851.8;45.12;70.5;177.0;2026-09-01 19:01:52.477885
70:85:c2:d9:ea:11;25.8;3.8;82.7;16.0;12.47;77.9;8.16;5.17;87.1;4837.5;45.13;71.4;178.5;2026-09-01 19:02:02.475046
70:85:c2:d9:ea:11;32.7;3.8;83.5;16.0;12.52;78.2;8.24;4.95;86.6;4843.8;45.14;69.7;177.4;2026-09-01 19:02:12.470188
70:85:c2:d9:ea:11;25.7;3.8;82.7;16.0;12.44;77.8;8.21;5.06;86.3;4852.4;45.14;71.8;181.8;2026-09-01 19:02:22.469265
70:85:c2:d9:ea:11;25.3;3.8;84.2;16.0;12.51;78.2;8.19;4.96;87.0;4846.0;45.12;72.9;178.8;2026-09-01 19:02:32.463718
70:85:c2:d9:ea:11;33.2;3.7;83.8;16.0;12.48;78.0;8.17;4.97;86.4;4829.2;45.13;70.8;178.8;2026-09-01 19:02:42.479001
70:85:c2:d9:ea:11;29.4;3.8;82.9;16.0;12.43;77.7;8.16;5.14;87.4;4831.5;45.16;71.3;176.1;2026-09-01 19:02:52.465767
70:85:c2:d9:ea:11;31.9;3.8;84.4;16.0;12.53;78.3;8.09;5.21;87.5;4872.8;45.15;70.6;185.0;2026-09-01 19:03:02.472261
70:85:c2:d9:ea:11;25.8;3.9;83.1;16.0;12.42;77.6;8.36;4.97;86.5;4853.7;45.14;73.2;185.7;2026-09-01 19:03:12.465354
70:85:c2:d9:ea:11;26.7;3.7;82.9;16.0;12.48;78.0;8.04;5.04;86.5;4854.9;45.13;71.9;179.8;2026-09-01 19:03:22.466449
70:85:c2:d9:ea:11;33.7;3.8;84.2;16.0;12.53;78.3;14.83;9.42;86.7;4853.6;45.15;70.7;182.5;2026-09-01 19:03:32.467080
70:85:c2:d9:ea:11;27.4;3.7;82.8;16.0;12.44;77.8;8.28;5.09;87.9;4834.6;45.13;74.2;175.0;2026-09-01 19:03:42.464444
70:85:c2:d9:ea:11;30.8;3.8;82.2;16.0;12.46;77.9;8.28;5.07;86.9;4837.5;45.17;71.5;186.0;2026-09-01 19:03:52.468561
70:85:c2:d9:ea:11;24.1;3.8;82.5;16.0;12.41;77.6;8.32;5.22;86.8;4849.8;45.14;71.3;179.3;2026-09-01 19:04:02.465609
70:85:c2:d9:ea:11;30.0;3.9;83.2;16.0;12.48;78.0;8.19;4.99;87.6;4858.9;45.13;71.6;178.5;2026-09-01 19:04:12.475485
70:85:c2:d9:ea:11;29.6;3.8;82.6;16.0;12.41;77.6;8.24;5.35;87.7;4847.6;45.16;71.0;179.9;2026-09-01 19:04:22.474808
70:85:c2:d9:ea:11;27.5;3.8;83.0;16.0;12.46;77.9;8.38;5.0;87.2;4869.1;45.14;71.5;178.5;2026-09-01 19:04:32.466975
70:85:c2:d9:ea:11;26.6;3.9;82.7;16.0;12.43;77.7;8.26;5.19;87.4;4837.7;45.16;72.5;181.1;2026-09-01 19:04:42.463143
70:85:c2:d9:ea:11;26.7;3.7;82.6;16.0;12.42;77.6;8.33;4.96;87.1;4848.0;45.16;70.7;180.0;2026-09-01 19:04:52.462728
70:85:c2:d9:ea:11;27.8;3.8;82.1;16.0;12.43;77.7;8.42;5.22;87.0;4846.0;45.14;71.6;180.1;2026-09-01 19:05:02.476577
70:85:c2:d9:ea:11;27.7;3.8;82.1;16.0;12.41;77.6;8.3;5.14;87.1;4852.7;45.15;71.8;173.5;2026-09-01 19:05:12.477240
70:85:c2:d9:ea:11;20.3;3.8;81.6;16.0;12.37;77.3;8.18;4.99;87.8;4864.5;45.13;74.0;178.6;2026-09-01 19:05:22.471256
70:85:c2:d9:ea:11;18.7;3.9;82.3;16.0;12.44;77.8;8.13;5.02;88.1;4840.2;45.14;72.5;181.1;2026-09-01 19:05:32.479593
70:85:c2:d9:ea:11;25.9;3.8;81.3;16.0;12.36;77.2;8.18;5.03;87.5;4849.3;45.14;71.7;176.8;2026-09-01 19:05:42.470124
70:85:c2:d9:ea:11;24.5;3.8;82.1;16.0;12.42;77.6;8.16;5.18;87.4;4865.0;45.16;69.7;178.8;2026-09-01 19:05:52.466973
70:85:c2:d9:ea:11;16.3;3.8;81.6;16.0;12.39;77.4;8.09;5.21;87.9;4830.0;45.16;72.5;183.7;2026-09-01 19:06:02.476918
70:85:c2:d9:ea:11;13.2;3.7;81.9;16.0;12.41;77.6;8.28;5.22;88.0;4858.8;45.16;73.1;177.5;2026-09-01 19:06:12.463153
70:85:c2:d9:ea:11;23.6;3.8;81.6;16.0;12.37;77.3;8.11;4.98;87.9;4860.4;45.16;71.3;178.6;2026-09-01 19:06:22.473544
70:85:c2:d9:ea:11;17.8;3.8;81.8;16.0;12.4;77.5;8.26;5.19;88.5;4829.4;45.15;71.4;181.2;2026-09-01 19:06:32.468956
70:85:c2:d9:ea:11;14.0;3.8;82.2;16.0;12.4;77.5;8.23;5.15;88.0;4865.3;45.16;70.9;176.3;2026-09-01 19:06:42.478703
70:85:c2:d9:ea:11;14.3;3.8;81.0;16.0;12.38;77.4;8.16;5.11;88.1;4853.8;45.16;72.1;171.9;2026-09-01 19:06:52.475595
70:85:c2:d9:ea:11;15.6;3.9;80.4;16.0;12.31;76.9;8.23;5.32;88.5;4822.9;45.17;72.8;179.6;2026-09-01 19:07:02.468416
70:85:c2:d9:ea:11;9.1;3.7;81.3;16.0;12.36;77.2;8.12;5.07;88.4;4849.1;45.15;72.4;181.0;2026-09-01 19:07:12.474201
70:85:c2:d9:ea:11;18.2;3.8;81.1;16.0;12.35;77.2;8.26;5.03;89.0;4868.0;45.16;72.1;184.6;2026-09-01 19:07:22.477620
70:85:c2:d9:ea:11;14.4;3.8;80.4;16.0;12.28;76.8;8.07;5.26;87.5;4841.6;45.15;72.3;178.9;2026-09-01 19:07:32.473641
70:85:c2:d9:ea:11;13.7;3.8;80.5;16.0;12.31;76.9;8.26;5.19;88.2;4854.6;45.16;72.7;182.0;2026-09-01 19:07:42.465477
70:85:c2:d9:ea:11;15.3;3.7;81.0;16.0;12.33;77.1;8.27;5.26;87.9;4894.4;45.14;72.9;181.1;2026-09-01 19:07:52.479641
70:85:c2:d9:ea:11;14.8;3.7;80.9;16.0;12.36;77.2;8.17;5.24;87.4;4830.9;45.17;72.2;179.0;2026-09-01 19:08:02.462113
70:85:c2:d9:ea:11;15.8;3.8;81.0;16.0;12.39;77.4;8.13;5.09;88.8;4849.7;45.17;72.7;176.2;2026-09-01 19:08:12.476477
70:85:c2:d9:ea:11;17.6;3.7;82.4;16.0;12.47;77.9;7.99;4.83;88.8;4840.6;45.17;71.0;180.3;2026-09-01 19:08:22.461907
70:85:c2:d9:ea:11;17.1;3.8;80.8;16.0;12.33;77.1;8.24;5.06;88.0;4846.3;45.17;74.0;175.2;2026-09-01 19:08:32.476735
70:85:c2:d9:ea:11;11.9;3.8;80.8;16.0;12.34;77.1;8.41;5.06;88.8;4832.5;45.17;74.1;175.6;2026-09-01 19:08:42.477359
70:85:c2:d9:ea:11;10.0;3.9;81.9;16.0;12.42;77.6;8.21;5.04;88.6;4834.0;45.16;72.1;185.7;2026-09-01 19:08:52.469922
70:85:c2:d9:ea:11;14.9;3.8;81.2;16.0;12.37;77.3;8.02;5.01;89.3;4840.2;45.17;71.2;177.8;2026-09-01 19:09:02.461335
70:85:c2:d9:ea:11;15.3;3.8;80.7;16.0;12.33;77.1;8.35;5.16;88.6;4853.2;45.16;71.9;170.5;2026-09-01 19:09:12.477758
70:85:c2:d9:ea:11;13.1;3.8;80.8;16.0;12.35;77.2;8.06;4.96;89.2;4834.9;45.17;70.4;174.5;2026-09-01 19:09:22.477976
70:85:c2:d9:ea:11;15.5;3.8;81.9;16.0;12.43;77.7;8.28;5.09;88.5;4838.9;45.15;71.7;175.2;2026-09-01 19:09:32.469557
70:85:c2:d9:ea:11;16.5;3.8;80.6;16.0;12.36;77.2;8.13;5.01;88.6;4860.3;45.18;71.0;180.2;2026-09-01 19:09:42.473146
70:85:c2:d9:ea:11;22.5;3.8;80.6;16.0;12.35;77.2;8.21;5.32;89.0;4846.7;45.16;70.3;178.2;2026-09-01 19:09:52.463582
70:85:c2:d9:ea:11;19.0;3.8;79.0;16.0;12.25;76.6;8.14;4.98;88.4;4860.9;45.15;70.7;182.0;2026-09-01 19:10:02.464593
70:85:c2:d9:ea:11;23.7;3.7;80.2;16.0;12.32;77.0;8.43;5.14;89.4;4857.2;45.16;73.3;180.6;2026-09-01 19:10:12.464952
70:85:c2:d9:ea:11;23.5;3.9;79.1;16.0;12.27;76.7;8.07;4.81;90.0;4839.4;45.17;70.0;180.2;2026-09-01 19:10:22.478113
70:85:c2:d9:ea:11;25.1;3.8;81.4;16.0;12.37;77.3;8.36;5.26;89.5;4861.1;45.17;72.3;180.0;2026-09-01 19:10:32.475462
70:85:c2:d9:ea:11;19.2;3.8;80.8;16.0;12.33;77.1;8.19;4.96;89.6;4851.5;45.17;70.1;180.6;2026-09-01 19:10:42.462719
70:85:c2:d9:ea:11;27.2;3.7;80.1;16.0;12.31;76.9;8.23;5.11;89.4;4845.0;45.16;70.8;187.0;2026-09-01 19:10:52.460777
70:85:c2:d9:ea:11;21.6;3.9;80.9;16.0;12.34;77.1;8.28;4.97;89.0;4871.8;45.16;72.0;182.5;2026-09-01 19:11:02.464501
70:85:c2:d9:ea:11;23.4;3.8;80.2;16.0;12.31;76.9;8.21;5.08;89.4;4853.8;45.17;73.0;181.9;2026-09-01 19:11:12.476799
70:85:c2:d9:ea:11;30.9;3.9;80.2;16.0;12.33;77.1;8.3;5.08;89.2;4869.7;45.17;73.9;180.6;2026-09-01 19:11:22.461686
70:85:c2:d9:ea:11;28.4;3.8;79.3;16.0;12.24;76.5;8.31;5.35;89.8;4833.6;45.18;71.5;183.3;2026-09-01 19:11:32.469069
70:85:c2:d9:ea:11;25.6;3.9;79.6;16.0;12.3;76.9;8.23;5.27;89.6;4867.2;45.18;71.6;179.8;2026-09-01 19:11:42.472900
70:85:c2:d9:ea:11;25.6;3.8;81.1;16.0;12.33;77.1;8.24;5.36;89.3;4866.4;45.18;70.2;180.6;2026-09-01 19:11:52.466873
70:85:c2:d9:ea:11;26.2;3.8;80.7;16.0;12.33;77.1;8.05;4.94;89.3;4852.2;45.15;72.2;180.3;2026-09-01 19:12:02.466664
70:85:c2:d9:ea:11;31.2;3.8;80.0;16.0;12.31;76.9;8.3;5.12;90.7;4864.7;45.19;71.8;181.1;2026-09-01 19:12:12.479378
70:85:c2:d9:ea:11;29.8;3.8;80.5;16.0;12.32;77.0;8.14;5.15;89.9;4836.5;45.17;71.8;179.8;2026-09-01 19:12:22.462955
70:85:c2:d9:ea:11;32.6;3.9;80.0;16.0;12.28;76.8;14.74;9.15;89.9;4853.9;45.17;72.9;181.9;2026-09-01 19:12:32.477136
70:85:c2:d9:ea:11;31.9;3.9;79.2;16.0;12.28;76.8;8.17;5.3;90.4;4832.3;45.15;72.8;184.9;2026-09-01 19:12:42.471474
70:85:c2:d9:ea:11;26.1;3.8;78.6;16.0;12.25;76.6;8.43;5.13;89.7;4854.8;45.18;70.9;183.5;2026-09-01 19:12:52.461006
70:85:c2:d9:ea:11;28.4;3.8;81.3;16.0;12.37;77.3;8.13;5.1;89.8;4860.9;45.19;71.4;176.4;2026-09-01 19:13:02.473557
70:85:c2:d9:ea:11;20.9;3.8;78.8;16.0;12.24;76.5;7.84;5.02;89.3;4870.2;45.21;72.0;180.5;2026-09-01 19:13:12.470349
70:85:c2:d9:ea:11;32.7;3.7;78.8;16.0;12.23;76.4;8.19;5.06;90.5;4878.5;45.16;72.4;177.7;2026-09-01 19:13:22.460135
70:85:c2:d9:ea:11;31.7;3.7;80.5;16.0;12.33;77.1;8.12;5.14;90.1;4867.8;45.19;71.9;181.5;2026-09-01 19:13:32.472902
70:85:c2:d9:ea:11;30.9;3.9;79.4;16.0;12.28;76.8;8.22;5.1;89.4;4860.4;45.17;72.2;181.1;2026-09-01 19:13:42.470589
70:85:c2:d9:ea:11;31.0;3.8;79.3;16.0;12.28;76.8;8.29;5.21;89.9;4852.1;45.17;70.6;188.0;2026-09-01 19:13:52.463913
70:85:c2:d9:ea:11;27.2;3.8;79.8;16.0;12.28;76.8;8.43;5.16;90.2;4848.6;45.19;71.6;180.4;2026-09-01 19:14:02.460885
70:85:c2:d9:ea:11;30.7;3.8;80.5;16.0;12.34;77.1;8.04;5.12;89.9;4825.8;45.17;72.7;183.0;2026-09-01 19:14:12.466279
70:85:c2:d9:ea:11;25.7;3.8;80.2;16.0;12.34;77.1;8.05;5.0;90.0;4851.9;45.2;70.3;184.1;2026-09-01 19:14:22.476610
70:85:c2:d9:ea:11;30.2;3.8;80.2;16.0;12.31;76.9;8.22;5.19;89.5;4865.4;45.17;71.3;178.0;2026-09-01 19:14:32.474642
70:85:c2:d9:ea:11;30.3;3.8;80.8;16.0;12.38;77.4;8.17;5.26;89.7;4841.4;45.19;72.6;181.0;2026-09-01 19:14:42.479480
70:85:c2:d9:ea:11;33.3;3.8;79.9;16.0;12.3;76.9;8.47;5.17;90.6;4839.8;45.18;72.0;179.3;2026-09-01 19:14:52.460169
70:85:c2:d9:ea:11;23.5;3.7;80.1;16.0;12.32;77.0;8.24;5.11;91.0;4872.1;45.2;72.8;180.4;2026-09-01 19:15:02.460906
70:85:c2:d9:ea:11;24.7;3.9;80.9;16.0;12.35;77.2;8.47;4.94;89.3;4872.5;45.16;73.4;174.6;2026-09-01 19:15:12.465016
70:85:c2:d9:ea:11;28.5;3.8;80.3;16.0;12.29;76.8;8.32;5.14;89.6;4824.7;45.17;72.0;179.2;2026-09-01 19:15:22.463499
70:85:c2:d9:ea:11;25.2;3.9;80.3;16.0;12.33;77.1;8.32;5.02;89.8;4846.7;45.19;71.8;172.5;2026-09-01 19:15:32.469233
70:85:c2:d9:ea:11;26.4;3.8;80.3;16.0;12.3;76.9;8.21;5.22;90.2;4848.6;45.2;71.6;182.2;2026-09-01 19:15:42.477096
70:85:c2:d9:ea:11;26.6;3.8;79.1;16.0;12.27;76.7;8.33;4.97;89.6;4847.7;45.21;72.8;176.7;2026-09-01 19:15:52.477313
70:85:c2:d9:ea:11;19.5;3.7;80.8;16.0;12.33;77.1;7.9;4.95;90.3;4844.8;45.18;71.4;178.9;2026-09-01 19:16:02.473644
70:85:c2:d9:ea:11;20.1;3.8;80.3;16.0;12.35;77.2;7.96;5.02;90.4;4863.2;45.18;72.1;176.1;2026-09-01 19:16:12.466285
70:85:c2:d9:ea:11;18.4;3.8;79.8;16.0;12.32;77.0;8.17;4.98;89.8;4840.6;45.17;71.4;179.6;2026-09-01 19:16:22.466272
70:85:c2:d9:ea:11;21.8;3.9;80.2;16.0;12.34;77.1;8.36;5.09;90.7;4842.5;45.18;72.4;178.0;2026-09-01 19:16:32.467783
70:85:c2:d9:ea:11;16.5;3.8;80.9;16.0;12.31;76.9;8.4;5.09;90.0;4854.7;45.18;72.4;182.4;2026-09-01 19:16:42.465639
70:85:c2:d9:ea:11;19.7;3.8;80.8;16.0;12.3;76.9;8.3;4.97;90.9;4852.8;45.2;71.7;176.2;2026-09-01 19:16:52.473681
70:85:c2:d9:ea:11;22.9;3.8;80.4;16.0;12.34;77.1;8.49;5.07;91.1;4850.0;45.2;69.8;179.2;2026-09-01 19:17:02.470830
