user;cpu_percent;cpu_frequency;ram_percent;swap_memory_total;swap_memory_used;swap_memory_percent;upload_speed;download_speed;temperature;fans_speed;disk;gpu_usage;gpu_energy;timestamp
14:7f:ce:d1:b4:42;26.6;3.5;80.0;11.0;10.07;91.5;7.76;4.56;69.8;3823.1;38.26;97.5;215.8;2026-09-01 18:52:22.474193
14:7f:ce:d1:b4:42;20.6;3.6;79.4;11.0;10.04;91.3;7.55;4.39;69.6;3781.4;38.26;98.4;221.4;2026-09-01 18:52:32.465110
14:7f:ce:d1:b4:42;28.4;3.5;79.4;11.0;10.0;90.9;7.73;4.24;70.1;3837.0;38.28;98.9;225.3;2026-09-01 18:52:42.467781
14:7f:ce:d1:b4:42;28.3;3.6;80.6;11.0;10.12;92.0;7.42;4.18;69.3;3776.2;38.26;98.5;222.7;2026-09-01 18:52:52.472686
14:7f:ce:d1:b4:42;32.4;3.5;80.2;11.0;10.08;91.6;7.83;4.39;69.2;3770.4;38.27;97.2;219.6;2026-09-01 18:53:02.461152
14:7f:ce:d1:b4:42;25.2;3.6;80.2;11.0;10.07;91.5;7.62;4.5;70.0;3856.6;38.29;98.2;220.1;2026-09-01 18:53:12.464157
14:7f:ce:d1:b4:42;24.9;3.6;79.9;11.0;10.02;91.1;7.57;4.35;70.1;3815.5;38.27;99.0;223.8;2026-09-01 18:53:22.467717
14:7f:ce:d1:b4:42;21.6;3.5;80.1;11.0;10.07;91.5;7.73;4.34;70.6;3863.8;38.26;99.1;224.3;2026-09-01 18:53:32.463552
14:7f:ce:d1:b4:42;22.2;3.5;79.1;11.0;10.03;91.2;7.67;4.19;70.4;3873.0;38.27;99.0;220.3;2026-09-01 18:53:42.473809
14:7f:ce:d1:b4:42;21.0;3.5;80.4;11.0;10.08;91.6;7.7;4.26;69.5;3798.0;38.27;98.2;225.8;2026-09-01 18:53:52.477584
14:7f:ce:d1:b4:42;22.7;3.5;80.4;11.0;10.11;91.9;8.06;4.28;66.9;3600.0;38.27;89.0;196.2;2026-09-01 18:54:02.463920
14:7f:ce:d1:b4:42;24.7;3.5;79.6;11.0;10.04;91.3;7.66;4.4;70.2;3805.2;38.27;99.1;217.3;2026-09-01 18:54:12.479153
14:7f:ce:d1:b4:42;20.3;3.5;79.7;11.0;10.03;91.2;7.63;4.18;69.3;3804.8;38.28;98.7;220.3;2026-09-01 18:54:22.477469
14:7f:ce:d1:b4:42;20.5;3.6;80.3;11.0;10.08;91.6;7.92;4.3;70.1;3846.5;38.29;99.5;221.4;2026-09-01 18:54:32.476769
14:7f:ce:d1:b4:42;19.0;3.5;80.4;11.0;10.05;91.4;7.63;4.27;69.9;3821.6;38.27;98.9;227.2;2026-09-01 18:54:42.475984
14:7f:ce:d1:b4:42;22.9;3.5;79.6;11.0;10.07;91.5;7.58;4.23;69.5;3795.8;38.3;97.5;220.0;2026-09-01 18:54:52.461127
14:7f:ce:d1:b4:42;19.0;3.5;79.9;11.0;10.03;91.2;7.81;4.15;69.9;3781.6;38.26;98.5;221.9;2026-09-01 18:55:02.470567
14:7f:ce:d1:b4:42;19.1;3.5;79.9;11.0;10.04;91.3;7.77;4.34;69.9;3823.9;38.28;99.2;222.6;2026-09-01 18:55:12.464217
14:7f:ce:d1:b4:42;14.3;3.5;80.2;11.0;10.08;91.6;7.91;4.18;69.7;3832.9;38.28;97.9;219.2;2026-09-01 18:55:22.469956
14:7f:ce:d1:b4:42;14.4;3.5;79.8;11.0;10.07;91.5;7.78;4.29;69.5;3779.9;38.29;98.7;220.6;2026-09-01 18:55:32.470560
14:7f:ce:d1:b4:42;17.4;3.5;81.1;11.0;10.13;92.1;7.69;4.32;69.6;3811.6;38.27;98.5;219.6;2026-09-01 18:55:42.466790
14:7f:ce:d1:b4:42;15.9;3.5;80.0;11.0;10.05;91.4;7.78;4.21;69.4;3784.9;38.26;99.1;224.7;2026-09-01 18:55:52.472868
14:7f:ce:d1:b4:42;15.8;3.5;80.6;11.0;10.09;91.7;13.73;7.75;69.2;3786.5;38.28;97.3;215.6;2026-09-01 18:56:02.465062
14:7f:ce:d1:b4:42;17.4;3.5;80.8;11.0;10.11;91.9;7.83;4.37;70.4;3869.7;38.27;99.1;226.3;2026-09-01 18:56:12.472296
14:7f:ce:d1:b4:42;12.9;3.4;79.7;11.0;10.04;91.3;7.72;4.37;70.0;3850.1;38.3;99.4;222.9;2026-09-01 18:56:22.477069
14:7f:ce:d1:b4:42;10.9;3.5;80.6;11.0;10.07;91.5;7.69;4.25;69.5;3820.0;38.27;98.1;218.8;2026-09-01 18:56:32.468346
14:7f:ce:d1:b4:42;20.4;3.6;80.6;11.0;10.1;91.8;7.79;4.23;69.7;3790.2;38.29;98.5;222.2;2026-09-01 18:56:42.460069
14:7f:ce:d1:b4:42;7.0;3.4;81.7;11.0;10.14;92.2;7.88;4.22;69.1;3761.5;38.29;97.6;222.0;2026-09-01 18:56:52.465244
14:7f:ce:d1:b4:42;13.8;3.5;80.2;11.0;10.05;91.4;8.01;4.13;69.5;3790.5;38.29;99.1;221.2;2026-09-01 18:57:02.475243
14:7f:ce:d1:b4:42;10.7;3.5;79.5;11.0;10.04;91.3;7.6;4.22;69.4;3749.0;38.28;98.8;222.3;2026-09-01 18:57:12.472277
14:7f:ce:d1:b4:42;10.0;3.6;80.1;11.0;10.03;91.2;7.42;4.36;69.0;3752.9;38.29;97.2;220.5;2026-09-01 18:57:22.474925
14:7f:ce:d1:b4:42;10.6;3.4;79.9;11.0;10.07;91.5;7.89;4.25;69.7;3789.1;38.3;97.5;221.2;2026-09-01 18:57:32.465287
14:7f:ce:d1:b4:42;3.8;3.5;79.6;11.0;10.03;91.2;7.52;4.28;69.5;3787.2;38.3;98.1;216.2;2026-09-01 18:57:42.469181
14:7f:ce:d1:b4:42;9.4;3.6;81.4;11.0;10.13;92.1;7.69;4.53;69.1;3759.0;38.3;98.0;216.3;2026-09-01 18:57:52.473883
14:7f:ce:d1:b4:42;13.2;3.6;81.0;11.0;10.15;92.3;7.77;4.27;69.6;3787.9;38.3;98.7;225.5;2026-09-01 18:58:02.473135
14:7f:ce:d1:b4:42;7.6;3.5;80.2;11.0;10.07;91.5;7.65;4.15;66.5;3574.5;38.29;89.0;203.2;2026-09-01 18:58:12.462762
14:7f:ce:d1:b4:42;13.7;3.5;81.0;11.0;10.1;91.8;7.69;4.57;68.9;3746.3;38.3;97.4;220.2;2026-09-01 18:58:22.476020
14:7f:ce:d1:b4:42;8.9;3.5;81.4;11.0;10.11;91.9;7.65;4.4;69.1;3772.3;38.28;98.4;221.5;2026-09-01 18:58:32.476174
14:7f:ce:d1:b4:42;12.2;3.5;80.8;11.0;10.13;92.1;7.78;4.56;69.6;3801.2;38.29;99.4;221.8;2026-09-01 18:58:42.465966
14:7f:ce:d1:b4:42;9.9;3.5;80.4;11.0;10.04;91.3;7.67;4.29;70.5;3834.0;38.29;99.6;219.7;2026-09-01 18:58:52.478141
14:7f:ce:d1:b4:42;15.3;3.5;81.3;11.0;10.13;92.1;7.79;4.31;68.8;3744.4;38.3;97.5;218.0;2026-09-01 18:59:02.472285
14:7f:ce:d1:b4:42;13.6;3.5;80.3;11.0;10.09;91.7;7.65;3.91;68.8;3727.7;38.3;97.4;218.0;2026-09-01 18:59:12.474345
14:7f:ce:d1:b4:42;18.5;3.6;80.9;11.0;10.11;91.9;7.82;4.3;70.3;3849.2;38.29;99.6;227.6;2026-09-01 18:59:22.462560
14:7f:ce:d1:b4:42;17.6;3.6;80.4;11.0;10.09;91.7;7.77;4.27;70.1;3848.0;38.29;99.7;224.2;2026-09-01 18:59:32.459985
14:7f:ce:d1:b4:42;14.4;3.5;79.9;11.0;10.05;91.4;7.62;4.36;69.4;3793.4;38.29;97.5;218.3;2026-09-01 18:59:42.466072
14:7f:ce:d1:b4:42;12.9;3.5;81.0;11.0;10.13;92.1;7.53;4.22;69.7;3810.3;38.3;98.7;223.2;2026-09-01 18:59:52.463365
14:7f:ce:d1:b4:42;14.1;3.5;81.3;11.0;10.11;91.9;7.61;4.36;70.0;3834.6;38.3;98.9;222.7;2026-09-01 19:00:02.463975
14:7f:ce:d1:b4:42;16.8;3.6;80.6;11.0;10.06;91.5;7.79;4.45;69.1;3816.5;38.29;98.0;218.3;2026-09-01 19:00:12.461448
14:7f:ce:d1:b4:42;23.3;3.6;80.8;11.0;10.11;91.9;7.66;4.38;68.9;3714.1;38.29;98.3;221.4;2026-09-01 19:00:22.477842
14:7f:ce:d1:b4:42;20.1;3.5;81.4;11.0;10.14;92.2;7.74;4.54;70.1;3854.4;38.3;98.8;222.2;2026-09-01 19:00:32.477983
14:7f:ce:d1:b4:42;19.7;3.6;79.2;11.0;10.05;91.4;7.38;4.37;70.3;3822.9;38.31;99.1;221.4;2026-09-01 19:00:42.477700
14:7f:ce:d1:b4:42;20.3;3.6;80.0;11.0;10.08;91.6;7.86;4.39;70.2;3831.8;38.3;99.5;225.4;2026-09-01 19:00:52.473251
14:7f:ce:d1:b4:42;25.1;3.5;80.7;11.0;10.1;91.8;7.72;4.33;70.6;3880.0;38.29;99.8;222.9;2026-09-01 19:01:02.471429
14:7f:ce:d1:b4:42;20.3;3.5;80.3;11.0;10.07;91.5;7.88;4.37;69.7;3835.1;38.29;98.7;221.2;2026-09-01 19:01:12.474312
14:7f:ce:d1:b4:42;24.7;3.5;79.5;11.0;10.0;90.9;7.64;4.37;69.4;3807.0;38.31;98.2;217.1;2026-09-01 19:01:22.469086
14:7f:ce:d1:b4:42;20.0;3.5;79.7;11.0;10.05;91.4;7.99;4.53;68.9;3772.0;38.32;98.4;222.0;2026-09-01 19:01:32.471782
14:7f:ce:d1:b4:42;22.0;3.5;78.6;11.0;9.97;90.6;7.82;4.33;69.7;3834.3;38.29;97.9;220.1;2026-09-01 19:01:42.460147
14:7f:ce:d1:b4:42;24.7;3.5;80.6;11.0;10.08;91.6;7.62;4.37;70.5;3859.0;38.29;99.1;224.3;2026-09-01 19:01:52.477885
14:7f:ce:d1:b4:42;20.8;3.5;79.5;11.0;10.02;91.1;7.57;4.18;69.9;3806.4;38.31;98.4;218.8;2026-09-01 19:02:02.475046
14:7f:ce:d1:b4:42;31.0;3.4;80.2;11.0;10.05;91.4;7.67;4.25;69.3;3786.4;38.3;97.8;220.7;2026-09-01 19:02:12.470188
14:7f:ce:d1:b4:42;27.4;3.6;80.6;11.0;10.09;91.7;7.57;4.25;67.0;3603.0;38.3;89.0;198.7;2026-09-01 19:02:22.469265
14:7f:ce:d1:b4:42;24.1;3.5;79.7;11.0;10.02;91.1;7.66;4.15;70.1;3846.4;38.31;99.9;224.8;2026-09-01 19:02:32.463718
14:7f:ce:d1:b4:42;26.2;3.4;79.4;11.0;9.99;90.8;7.61;4.32;70.1;3827.1;38.28;98.6;219.7;2026-09-01 19:02:42.479001
14:7f:ce:d1:b4:42;26.5;3.6;79.2;11.0;9.96;90.5;7.64;4.41;69.9;3831.8;38.28;98.7;219.7;2026-09-01 19:02:52.465767
14:7f:ce:d1:b4:42;29.7;3.5;79.6;11.0;10.0;90.9;7.39;4.33;68.9;3731.9;38.32;98.4;221.5;2026-09-01 19:03:02.472261
14:7f:ce:d1:b4:42;30.1;3.5;79.7;11.0;10.07;91.5;7.69;4.32;70.3;3839.1;38.32;99.4;224.7;2026-09-01 19:03:12.465354
14:7f:ce:d1:b4:42;18.7;3.5;79.3;11.0;10.05;91.4;7.6;4.22;69.9;3828.6;38.32;99.4;223.9;2026-09-01 19:03:22.466449
14:7f:ce:d1:b4:42;25.9;3.6;79.2;11.0;10.06;91.5;7.55;4.29;69.7;3804.2;38.3;100.0;223.7;2026-09-01 19:03:32.467080
14:7f:ce:d1:b4:42;24.7;3.4;80.0;11.0;10.03;91.2;7.7;4.19;68.8;3774.1;38.29;97.1;215.8;2026-09-01 19:03:42.464444
14:7f:ce:d1:b4:42;23.7;3.6;79.7;11.0;10.05;91.4;7.92;4.32;69.5;3805.5;38.3;99.4;224.5;2026-09-01 19:03:52.468561
14:7f:ce:d1:b4:42;19.7;3.4;79.4;11.0;10.0;90.9;7.74;4.5;69.0;3754.7;38.31;97.3;219.2;2026-09-01 19:04:02.465609
14:7f:ce:d1:b4:42;20.0;3.4;80.1;11.0;10.05;91.4;7.69;4.34;68.8;3723.7;38.31;97.8;222.3;2026-09-01 19:04:12.475485
14:7f:ce:d1:b4:42;24.7;3.5;78.5;11.0;9.99;90.8;7.94;4.3;69.6;3816.2;38.3;97.4;217.1;2026-09-01 19:04:22.474808
14:7f:ce:d1:b4:42;24.9;3.6;79.0;11.0;9.99;90.8;7.69;4.07;69.9;3839.0;38.32;99.3;223.5;2026-09-01 19:04:32.466975
14:7f:ce:d1:b4:42;28.7;3.5;79.3;11.0;10.0;90.9;7.8;4.16;69.9;3820.2;38.32;97.0;216.1;2026-09-01 19:04:42.463143
14:7f:ce:d1:b4:42;20.6;3.4;78.8;11.0;9.99;90.8;7.59;4.23;69.9;3808.9;38.3;98.7;222.5;2026-09-01 19:04:52.462728
14:7f:ce:d1:b4:42;25.6;3.5;78.6;11.0;9.97;90.6;7.75;4.48;69.5;3794.2;38.32;99.2;222.6;2026-09-01 19:05:02.476577
14:7f:ce:d1:b4:42;21.6;3.5;78.4;11.0;9.96;90.5;7.76;4.48;70.2;3801.1;38.32;99.2;222.3;2026-09-01 19:05:12.477240
14:7f:ce:d1:b4:42;20.0;3.5;78.6;11.0;9.99;90.8;7.46;4.21;70.1;3822.5;38.32;99.0;221.6;2026-09-01 19:05:22.471256
14:7f:ce:d1:b4:42;21.9;3.6;78.5;11.0;10.0;90.9;7.37;4.22;69.8;3826.2;38.32;98.5;217.7;2026-09-01 19:05:32.479593
14:7f:ce:d1:b4:42;17.7;3.5;78.6;11.0;10.01;91.0;7.95;4.46;69.3;3782.4;38.31;98.4;218.5;2026-09-01 19:05:42.470124
14:7f:ce:d1:b4:42;18.8;3.5;79.3;11.0;10.02;91.1;7.65;4.38;69.1;3775.1;38.31;98.5;219.9;2026-09-01 19:05:52.466973
14:7f:ce:d1:b4:42;12.7;3.5;76.8;11.0;9.9;90.0;7.78;4.47;68.3;3673.9;38.33;96.3;217.5;2026-09-01 19:06:02.476918
14:7f:ce:d1:b4:42;13.6;3.5;77.8;11.0;9.94;90.4;7.66;4.38;69.8;3813.4;38.32;99.0;222.6;2026-09-01 19:06:12.463153
14:7f:ce:d1:b4:42;14.9;3.5;78.3;11.0;9.97;90.6;7.62;4.47;69.2;3729.7;38.3;97.7;218.8;2026-09-01 19:06:22.473544
14:7f:ce:d1:b4:42;10.8;3.4;78.7;11.0;9.99;90.8;7.57;4.35;66.4;3535.9;38.3;89.0;198.1;2026-09-01 19:06:32.468956
14:7f:ce:d1:b4:42;12.3;3.5;78.4;11.0;9.96;90.5;7.65;4.34;69.5;3789.1;38.32;98.1;220.9;2026-09-01 19:06:42.478703
14:7f:ce:d1:b4:42;6.9;3.6;77.5;11.0;9.91;90.1;7.59;4.21;69.7;3824.6;38.33;97.6;220.0;2026-09-01 19:06:52.475595
14:7f:ce:d1:b4:42;11.5;3.6;77.7;11.0;9.94;90.4;7.68;4.51;69.4;3753.4;38.31;98.1;221.6;2026-09-01 19:07:02.468416
14:7f:ce:d1:b4:42;3.0;3.5;77.5;11.0;9.92;90.2;7.82;4.11;69.5;3794.0;38.32;98.9;226.2;2026-09-01 19:07:12.474201
14:7f:ce:d1:b4:42;13.0;3.5;76.4;11.0;9.86;89.6;7.81;4.29;68.9;3720.1;38.32;98.9;223.1;2026-09-01 19:07:22.477620
14:7f:ce:d1:b4:42;7.9;3.6;77.1;11.0;9.91;90.1;7.59;4.25;68.9;3748.4;38.34;97.9;219.1;2026-09-01 19:07:32.473641
14:7f:ce:d1:b4:42;4.0;3.5;77.8;11.0;9.91;90.1;7.73;4.18;69.8;3818.1;38.31;99.9;224.7;2026-09-01 19:07:42.465477
14:7f:ce:d1:b4:42;9.9;3.5;77.7;11.0;9.94;90.4;7.64;4.26;69.7;3790.0;38.33;98.4;223.6;2026-09-01 19:07:52.479641
14:7f:ce:d1:b4:42;13.7;3.5;77.5;11.0;9.92;90.2;7.76;4.24;70.2;3818.5;38.33;98.5;221.6;2026-09-01 19:08:02.462113
14:7f:ce:d1:b4:42;6.0;3.5;77.7;11.0;9.92;90.2;7.72;4.38;70.1;3849.4;38.32;99.5;226.5;2026-09-01 19:08:12.476477
14:7f:ce:d1:b4:42;11.5;3.5;77.7;11.0;9.91;90.1;7.99;4.39;69.2;3754.4;38.32;97.4;217.6;2026-09-01 19:08:22.461907
14:7f:ce:d1:b4:42;8.8;3.5;78.0;11.0;9.94;90.4;7.76;4.4;69.5;3815.4;38.32;98.5;222.4;2026-09-01 19:08:32.476735
14:7f:ce:d1:b4:42;16.7;3.5;78.1;11.0;9.98;90.7;7.58;4.2;69.6;3821.0;38.32;98.5;222.0;2026-09-01 19:08:42.477359
14:7f:ce:d1:b4:42;17.6;3.5;77.3;11.0;9.92;90.2;7.95;4.28;69.6;3807.8;38.33;98.0;217.8;2026-09-01 19:08:52.469922
14:7f:ce:d1:b4:42;8.2;3.5;77.2;11.0;9.9;90.0;7.66;4.22;69.9;3826.9;38.34;97.4;218.0;2026-09-01 19:09:02.461335
14:7f:ce:d1:b4:42;9.7;3.6;77.9;11.0;9.97;90.6;7.79;4.26;69.6;3799.6;38.33;97.3;215.0;2026-09-01 19:09:12.477758
14:7f:ce:d1:b4:42;12.4;3.4;77.2;11.0;9.89;89.9;7.68;4.23;69.2;3770.0;38.33;98.2;221.7;2026-09-01 19:09:22.477976
14:7f:ce:d1:b4:42;13.3;3.5;77.2;11.0;9.93;90.3;7.76;4.34;69.8;3781.3;38.32;98.7;220.9;2026-09-01 19:09:32.469557
14:7f:ce:d1:b4:42;11.9;3.6;78.0;11.0;9.97;90.6;7.7;4.43;70.2;3835.6;38.32;98.5;222.1;2026-09-01 19:09:42.473146
14:7f:ce:d1:b4:42;13.2;3.5;76.4;11.0;9.86;89.6;7.69;4.13;69.3;3834.0;38.33;98.5;221.9;2026-09-01 19:09:52.463582
14:7f:ce:d1:b4:42;8.3;3.5;77.2;11.0;9.91;90.1;7.63;4.19;69.9;3834.0;38.33;97.8;219.0;2026-09-01 19:10:02.464593
14:7f:ce:d1:b4:42;14.2;3.5;76.8;11.0;9.87;89.7;7.81;4.3;70.5;3874.1;38.33;98.9;221.4;2026-09-01 19:10:12.464952
14:7f:ce:d1:b4:42;10.0;3.4;76.8;11.0;9.92;90.2;7.53;4.18;69.1;3780.4;38.33;97.4;218.0;2026-09-01 19:10:22.478113
14:7f:ce:d1:b4:42;18.5;3.4;75.9;11.0;9.85;89.5;8.04;4.18;69.4;3755.3;38.32;98.1;223.3;2026-09-01 19:10:32.475462
14:7f:ce:d1:b4:42;16.2;3.4;76.3;11.0;9.88;89.8;7.66;4.3;67.0;3617.3;38.34;89.0;199.6;2026-09-01 19:10:42.462719
14:7f:ce:d1:b4:42;27.1;3.4;76.7;11.0;9.87;89.7;7.81;4.56;69.1;3771.9;38.33;98.2;222.9;2026-09-01 19:10:52.460777
14:7f:ce:d1:b4:42;17.9;3.4;76.8;11.0;9.9;90.0;7.77;4.4;69.7;3790.0;38.33;98.1;219.6;2026-09-01 19:11:02.464501
14:7f:ce:d1:b4:42;22.1;3.4;76.5;11.0;9.86;89.6;7.62;4.28;69.1;3720.4;38.32;98.9;226.1;2026-09-01 19:11:12.476799
14:7f:ce:d1:b4:42;21.0;3.5;75.8;11.0;9.86;89.6;7.71;4.37;69.4;3756.0;38.34;98.7;221.1;2026-09-01 19:11:22.461686
14:7f:ce:d1:b4:42;18.5;3.5;76.0;11.0;9.86;89.6;7.95;4.28;69.9;3808.2;38.34;98.0;222.5;2026-09-01 19:11:32.469069
14:7f:ce:d1:b4:42;23.4;3.5;76.9;11.0;9.94;90.4;7.78;4.3;69.7;3824.1;38.33;99.2;224.3;2026-09-01 19:11:42.472900
14:7f:ce:d1:b4:42;20.2;3.4;76.6;11.0;9.88;89.8;7.65;4.29;68.6;3708.8;38.34;97.7;220.7;2026-09-01 19:11:52.466873
14:7f:ce:d1:b4:42;23.0;3.6;77.4;11.0;9.93;90.3;7.6;4.48;69.3;3773.5;38.34;99.1;224.6;2026-09-01 19:12:02.466664
14:7f:ce:d1:b4:42;22.1;3.5;76.2;11.0;9.88;89.8;7.58;4.28;69.4;3756.2;38.31;98.0;218.1;2026-09-01 19:12:12.479378
14:7f:ce:d1:b4:42;19.3;3.5;76.1;11.0;9.85;89.5;7.66;4.09;69.9;3805.8;38.33;98.5;224.8;2026-09-01 19:12:22.462955
14:7f:ce:d1:b4:42;29.1;3.5;75.2;11.0;9.81;89.2;7.53;4.38;69.4;3757.1;38.33;99.9;224.9;2026-09-01 19:12:32.477136
14:7f:ce:d1:b4:42;24.6;3.5;76.5;11.0;9.88;89.8;7.75;4.43;69.4;3773.6;38.33;97.9;223.5;2026-09-01 19:12:42.471474
14:7f:ce:d1:b4:42;32.5;3.5;75.9;11.0;9.82;89.3;7.61;4.29;69.8;3830.5;38.34;99.0;221.6;2026-09-01 19:12:52.461006
14:7f:ce:d1:b4:42;24.0;3.4;75.0;11.0;9.78;88.9;7.69;4.34;70.3;3862.3;38.35;99.8;224.9;2026-09-01 19:13:02.473557
14:7f:ce:d1:b4:42;25.0;3.5;77.0;11.0;9.89;89.9;7.66;4.26;69.1;3717.8;38.36;97.2;216.8;2026-09-01 19:13:12.470349
14:7f:ce:d1:b4:42;27.0;3.5;76.6;11.0;9.89;89.9;7.71;4.39;70.6;3899.7;38.34;99.0;221.9;2026-09-01 19:13:22.460135
14:7f:ce:d1:b4:42;23.2;3.6;77.6;11.0;9.95;90.5;7.91;4.18;70.0;3823.9;38.34;100.0;225.6;2026-09-01 19:13:32.472902
14:7f:ce:d1:b4:42;28.7;3.5;77.2;11.0;9.92;90.2;7.57;4.33;69.0;3745.8;38.33;98.1;222.8;2026-09-01 19:13:42.470589
14:7f:ce:d1:b4:42;25.2;3.5;76.0;11.0;9.86;89.6;7.87;4.4;69.4;3784.2;38.34;98.5;221.5;2026-09-01 19:13:52.463913
14:7f:ce:d1:b4:42;30.0;3.5;78.1;11.0;9.98;90.7;7.51;4.29;69.1;3743.5;38.32;98.0;219.3;2026-09-01 19:14:02.460885
14:7f:ce:d1:b4:42;16.4;3.6;76.7;11.0;9.89;89.9;7.7;4.33;69.8;3803.1;38.34;98.7;221.2;2026-09-01 19:14:12.466279
14:7f:ce:d1:b4:42;22.8;3.5;76.5;11.0;9.89;89.9;7.76;4.37;69.9;3828.5;38.35;99.7;223.3;2026-09-01 19:14:22.476610
14:7f:ce:d1:b4:42;29.3;3.4;76.1;11.0;9.86;89.6;7.54;4.52;69.5;3779.6;38.34;97.9;220.4;2026-09-01 19:14:32.474642
14:7f:ce:d1:b4:42;26.6;3.4;76.7;11.0;9.87;89.7;7.67;4.33;69.3;3760.6;38.34;99.3;223.7;2026-09-01 19:14:42.479480
14:7f:ce:d1:b4:42;20.5;3.5;76.3;11.0;9.89;89.9;7.63;4.29;66.8;3568.3;38.35;89.0;201.6;2026-09-01 19:14:52.460169
14:7f:ce:d1:b4:42;23.0;3.5;76.9;11.0;9.89;89.9;8.05;4.23;68.9;3752.1;38.35;97.9;222.4;2026-09-01 19:15:02.460906
14:7f:ce:d1:b4:42;16.3;3.6;76.7;11.0;9.88;89.8;7.65;4.16;69.5;3773.2;38.36;99.2;222.2;2026-09-01 19:15:12.465016
14:7f:ce:d1:b4:42;25.5;3.5;76.2;11.0;9.86;89.6;7.76;4.47;69.4;3766.5;38.34;99.5;226.0;2026-09-01 19:15:22.463499
14:7f:ce:d1:b4:42;20.3;3.5;76.7;11.0;9.9;90.0;7.62;4.43;69.4;3779.0;38.35;98.2;222.9;2026-09-01 19:15:32.469233
14:7f:ce:d1:b4:42;23.8;3.4;76.7;11.0;9.87;89.7;7.64;4.07;69.1;3785.8;38.36;97.4;217.1;2026-09-01 19:15:42.477096
14:7f:ce:d1:b4:42;18.1;3.4;77.1;11.0;9.92;90.2;7.78;4.34;69.3;3754.6;38.33;99.1;225.0;2026-09-01 19:15:52.477313
14:7f:ce:d1:b4:42;16.3;3.5;76.5;11.0;9.92;90.2;7.68;4.31;70.1;3809.1;38.35;98.6;221.0;2026-09-01 19:16:02.473644
14:7f:ce:d1:b4:42;17.5;3.6;76.7;11.0;9.91;90.1;7.65;4.27;69.7;3775.7;38.35;99.1;224.0;2026-09-01 19:16:12.466285
14:7f:ce:d1:b4:42;21.2;3.4;76.5;11.0;9.89;89.9;7.61;4.48;69.3;3778.8;38.36;97.6;219.8;2026-09-01 19:16:22.466272
14:7f:ce:d1:b4:42;19.1;3.5;76.6;11.0;9.86;89.6;7.52;4.45;69.1;3754.1;38.34;98.6;221.1;2026-09-01 19:16:32.467783
14:7f:ce:d1:b4:42;11.7;3.5;77.2;11.0;9.89;89.9;7.51;4.54;69.8;3821.4;38.35;99.0;222.8;2026-09-01 19:16:42.465639
